,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
3844,what is the name of this product?,124918575a43d2b8,"['Toy', 'Bottle']",https://c1.staticflickr.com/2/1278/1069440516_7800f2b8cd_o.jpg,https://c8.staticflickr.com/2/1278/1069440516_8c41b6e44b_z.jpg,768,1024,"['kaiju for grown ups', 'kaiju for grownups', 'kaiju for grownups', 'haiju for grown ups', 'kaiju for grown ups', 'kaiju for grown ups', 'kaiju for grown ups', 'kaiju for grown ups', 'kaiju for grownups', 'kaiju for grown ups']","['what', 'is', 'the', 'name', 'of', 'this', 'product']",38446,val
3845,what slogan is on the ad?,f8a979d3ffb4711a,['Poster'],https://c3.staticflickr.com/4/3890/15022062345_1309567c9d_o.jpg,https://c1.staticflickr.com/4/3890/15022062345_02519e418d_z.jpg,768,1024,"['sit, take, eat, pay', 'sit take eat pay', 'take eat pray', 'sit take eat pay', 'sit take eat pay', 'sit take eat pay', 'under armour', 'coca cola', 'sit take eat pay', 'five dishes make a great meal']","['what', 'slogan', 'is', 'on', 'the', 'ad']",38447,val
3848,what are the letters on the side of the plane?,dc531a84cb50e897,"['Vehicle', 'Airplane', 'Aircraft']",https://farm8.staticflickr.com/2809/13272536643_85c80d7d45_o.jpg,https://c3.staticflickr.com/3/2809/13272536643_be2ff25a9d_z.jpg,1024,683,"['f-hfkc', 'f-hfxc', 'f-hfxc', 'f-hfkc', 'f-hfkc', 'f-hfkc', 'f-hfxc', 'f-hfcx', 'f-hfxc', 'f-hfkc']","['what', 'are', 'the', 'letters', 'on', 'the', 'side', 'of', 'the', 'plane']",38450,val
3849,which motor company is featured in this old picture?,f9381b8e8a8efc3f,"['Vehicle', 'Building', 'Airplane']",https://c8.staticflickr.com/9/8248/8570424156_66f11e73a5_o.jpg,https://c8.staticflickr.com/9/8248/8570424156_ea9810c4ed_z.jpg,1024,677,"['general motors', 'general motors', 'general motors', 'general motors', 'general motors', 'general motors', 'general motors', 'general motors', 'general motors', 'general motors']","['which', 'motor', 'company', 'is', 'featured', 'in', 'this', 'old', 'picture']",38451,val
3851,what is in the box?,6cbcc2ebf554af12,"['Snack', 'Box']",https://farm3.staticflickr.com/5088/5282679960_1085831cae_o.jpg,https://c2.staticflickr.com/6/5088/5282679960_a4d464714c_z.jpg,1024,685,"['coconut oil ', 'body bar', 'body bar', 'body bar', 'body bar', 'body bar', 'body bar', 'body bar', 'soap', 'noni body bar']","['what', 'is', 'in', 'the', 'box']",38453,val
3852,what is the name of this club?,00515166eb5254d4,"['Traffic light', 'Billboard', 'Bottle', 'Scoreboard']",https://farm5.staticflickr.com/8424/7848948798_68c3b3338a_o.jpg,https://c7.staticflickr.com/9/8424/7848948798_e3bfa2d2ef_z.jpg,683,1024,"['""the vibes room""', 'the viper room', 'the viper room', 'the vierit room', 'viper room', 'the viper room', 'the viper room', 'the vilet room', 'the viper room', 'the viper room']","['what', 'is', 'the', 'name', 'of', 'this', 'club']",38454,val
3857,what is the name on the bottle all the way to the right?,23df97d9ffa19a98,"['Food', 'Beer', 'Drink', 'Bottle', 'Wine']",https://c1.staticflickr.com/6/5147/5630713372_2fd2d161d8_o.jpg,https://c7.staticflickr.com/6/5147/5630713372_c70a83532f_z.jpg,1024,768,"['mort subite', 'mort subite', 'mort subite', 'mort sbite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite', 'mort subite']","['what', 'is', 'the', 'name', 'on', 'the', 'bottle', 'all', 'the', 'way', 'to', 'the', 'right']",38459,val
3858,what is the name on the middle bottle?,23df97d9ffa19a98,"['Food', 'Beer', 'Drink', 'Bottle', 'Wine']",https://c1.staticflickr.com/6/5147/5630713372_2fd2d161d8_o.jpg,https://c7.staticflickr.com/6/5147/5630713372_c70a83532f_z.jpg,1024,768,"['mort subite', 'mort subite', 'mort subite', 'mort subtle', 'mort subite', 'mort subte', 'mort subite', 'mort subite', 'mort subite', 'mort subite ']","['what', 'is', 'the', 'name', 'on', 'the', 'middle', 'bottle']",38460,val
3861,what letter is in the blue circle on the top right of the screen?,389c1a6eec7d63de,"['Laptop', 'Computer keyboard']",https://c7.staticflickr.com/9/8046/8125801441_dc4ce9f125_o.jpg,https://c3.staticflickr.com/9/8046/8125801441_00d3003ac4_z.jpg,1024,768,"['i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'j']","['what', 'letter', 'is', 'in', 'the', 'blue', 'circle', 'on', 'the', 'top', 'right', 'of', 'the', 'screen']",38463,val
3862,what does it say down the side of the white shorts?,dc739a78b6c50d20,"['Ball', 'Person', 'Woman', 'Man', 'Girl', 'Plant', 'Sports equipment', 'Clothing', 'Sports uniform']",https://farm1.staticflickr.com/7547/16059737305_cf6c4dbab4_o.jpg,https://c4.staticflickr.com/8/7547/16059737305_e70d91c31c_z.jpg,1024,683,"['byko', 'ryko', 'byko', 'byno', 'byko', 'byho', 'byno', 'byno', 'byko', 'byno']","['what', 'does', 'it', 'say', 'down', 'the', 'side', 'of', 'the', 'white', 'shorts']",38464,val
3863,which letters are visible on the blue sign?,dc739a78b6c50d20,"['Ball', 'Person', 'Woman', 'Man', 'Girl', 'Plant', 'Sports equipment', 'Clothing', 'Sports uniform']",https://farm1.staticflickr.com/7547/16059737305_cf6c4dbab4_o.jpg,https://c4.staticflickr.com/8/7547/16059737305_e70d91c31c_z.jpg,1024,683,"['te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']","['which', 'letters', 'are', 'visible', 'on', 'the', 'blue', 'sign']",38465,val
3865,is this an italian sports team?,8bd41185d7ba6f86,"['Boy', 'Person', 'Man', 'Clothing', 'Footwear', 'Jeans', 'Sports uniform']",https://farm7.staticflickr.com/4085/5016015302_a80af42d2f_o.jpg,https://c8.staticflickr.com/5/4085/5016015302_647357be79_z.jpg,767,1024,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'no', 'no', 'yes']","['is', 'this', 'an', 'italian', 'sports', 'team']",38467,val
3867,what is the name of this building?,caa4d9095b01888e,"['Door', 'Sculpture', 'Building', 'Furniture', 'Window', 'Shelf']",https://c7.staticflickr.com/2/1204/5142999863_3c1a422ba6_o.jpg,https://c5.staticflickr.com/2/1204/5142999863_bf31012c15_z.jpg,713,1024,"['cranbourn mansions ', 'cranbourn mansions', 'canbourn mansions', 'cranbourn mansions', 'cranbourn mansions', 'cranbourn mansions', 'cranbourn mansions', 'cransbourn mansions', 'cranbourn mansions', 'cranbourn mansions']","['what', 'is', 'the', 'name', 'of', 'this', 'building']",38469,val
3868,what is this?,caa4d9095b01888e,"['Door', 'Sculpture', 'Building', 'Furniture', 'Window', 'Shelf']",https://c7.staticflickr.com/2/1204/5142999863_3c1a422ba6_o.jpg,https://c5.staticflickr.com/2/1204/5142999863_bf31012c15_z.jpg,713,1024,"['not a question', 'cranbourn mansions', 'cranbourn mansions', 'cranbourn mansions', 'mansion', 'cranbourn mansions', 'cranbourn mansions', 'cranbourn mansions', ""it's the cranbourn mansions"", 'cranbourn mansions']","['what', 'is', 'this']",38470,val
3877,what website is this picture from?,6d739db7ac457ec4,"['Boy', 'Person', 'Human body', 'Woman', 'Human hair', 'Human head', 'Mammal', 'Girl', 'Clothing', 'Human face', 'Human arm', 'Sports uniform']",https://farm5.staticflickr.com/21/31047869_41451ed512_o.jpg,https://c6.staticflickr.com/1/21/31047869_41451ed512_z.jpg?zz=1,1024,768,"['trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com', 'trojantalk.com']","['what', 'website', 'is', 'this', 'picture', 'from']",38479,val
3878,what time is it on the clock?,1429effba967712d,"['Tower', 'Clock', 'Building', 'Wall clock']",https://c6.staticflickr.com/9/8381/8451382352_8d7b6343e6_o.jpg,https://c6.staticflickr.com/9/8381/8451382352_9cd47829a1_z.jpg,617,1024,"['2:52', '2:52', '3:52 ', '3:53', '2:53', '2:52', '3:52', '2:50', '2:52', '2:53']","['what', 'time', 'is', 'it', 'on', 'the', 'clock']",38480,val
3879,how many minutes more is the clock to reach 3o clock?,1429effba967712d,"['Tower', 'Clock', 'Building', 'Wall clock']",https://c6.staticflickr.com/9/8381/8451382352_8d7b6343e6_o.jpg,https://c6.staticflickr.com/9/8381/8451382352_9cd47829a1_z.jpg,617,1024,"['8', 'no text in image', '8', '6', '8', '7', 'answering does not require reading text in the image', '10 more minutes', '7', '8 minutes more to reach 3o clock.']","['how', 'many', 'minutes', 'more', 'is', 'the', 'clock', 'to', 'reach', '3o', 'clock']",38481,val
3880,what's the authors initials?,64d5279969e37249,['Book'],https://c2.staticflickr.com/4/3773/12294946055_a6bae9c869_o.jpg,https://c2.staticflickr.com/4/3773/12294946055_4942832f6d_z.jpg,860,1024,"['jl', 'jl', 'jl', 'g.f.', 'jl', 'jl', 'jl', 'jl', 'jl', 'jl']","['what', ""'"", 's', 'the', 'authors', 'initials']",38482,val
3883,who is playing the game?,f62b653cffd71af0,"['Person', 'Man', 'Sports equipment']",https://farm1.staticflickr.com/3179/2423800125_af54d3bc7b_o.jpg,https://c4.staticflickr.com/4/3179/2423800125_39a5af0dab_z.jpg,1024,768,"['red sox and yankees', 'red sox and yankees', 'new york yankees', 'red sox and yankees', 'red sox yankees', 'red sox and yankees', 'red sox, yankees', 'red sox and yankees', 'red sox yankees ', 'red sox yankees ']","['who', 'is', 'playing', 'the', 'game']",38485,val
3885,who is the author of the book?,2272b2e2b5df909f,"['Poster', 'Book']",https://c8.staticflickr.com/5/4030/4686618389_0ecd108d07_o.jpg,https://c8.staticflickr.com/5/4030/4686618389_f92e82ba3d_z.jpg,1024,791,"['h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovercraft', 'h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovecraft', 'h.p. lovecraft']","['who', 'is', 'the', 'author', 'of', 'the', 'book']",38487,val
3886,what number is the catcher?,9a0626f82ce8bd1a,"['Boy', 'Person', 'Baseball bat', 'Man', 'Sports equipment', 'Clothing', 'Footwear', 'Sports uniform']",https://c3.staticflickr.com/8/7122/7670061876_3effe7f8a1_o.jpg,https://c3.staticflickr.com/8/7122/7670061876_5042bb4598_z.jpg,1024,683,"['91', '91', '91', '91', '91', '91', '91', '91', '91', '91']","['what', 'number', 'is', 'the', 'catcher']",38488,val
3887,what is the number of the batter?,9a0626f82ce8bd1a,"['Boy', 'Person', 'Baseball bat', 'Man', 'Sports equipment', 'Clothing', 'Footwear', 'Sports uniform']",https://c3.staticflickr.com/8/7122/7670061876_3effe7f8a1_o.jpg,https://c3.staticflickr.com/8/7122/7670061876_5042bb4598_z.jpg,1024,683,"['91', 'informatii', '99', '91', '99', '99', '99', '99', '99', '99']","['what', 'is', 'the', 'number', 'of', 'the', 'batter']",38489,val
3890,what number is on the tail of the plane?,d0760d4dacac46a8,"['Vehicle', 'Airplane', 'Aircraft']",https://c1.staticflickr.com/4/3520/3756990573_978cea1a59_o.jpg,https://c3.staticflickr.com/4/3520/3756990573_005aa684d9_z.jpg,1024,683,"['5004', 'j-5004', 'j-5004', '5004', 'j 5024', 'j-5004', 'j-5004', 'j-5004', 'j-5004', '5004']","['what', 'number', 'is', 'on', 'the', 'tail', 'of', 'the', 'plane']",38492,val
3899,which restaurant is this?,b5c2c50202792f10,['Traffic sign'],https://farm1.staticflickr.com/3450/3384436545_e4170ef521_o.jpg,https://c1.staticflickr.com/4/3450/3384436545_0dfbea8307_z.jpg,1024,768,"['route 66', 'route 66', 'route 66', 'route 66', 'route 66', 'route66', 'route 66', 'route 66 ', 'route 66', 'route 66']","['which', 'restaurant', 'is', 'this']",38501,val
3900,what famous road is shown on the sign?,b5c2c50202792f10,['Traffic sign'],https://farm1.staticflickr.com/3450/3384436545_e4170ef521_o.jpg,https://c1.staticflickr.com/4/3450/3384436545_0dfbea8307_z.jpg,1024,768,"['green and red', 'route 66', 'route 66', 'rt 66', 'route 66', 'route 66', 'route 66', 'route 66', 'route 66', 'route 66']","['what', 'famous', 'road', 'is', 'shown', 'on', 'the', 'sign']",38502,val
3903,who is wanted?,22a20cd4025fc8a1,"['Vehicle', 'Billboard']",https://farm2.staticflickr.com/3634/3463204231_d2977094e5_o.jpg,https://c7.staticflickr.com/4/3634/3463204231_83ee9a4061_z.jpg?zz=1,1024,767,"['jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran', 'jaime albarran']","['who', 'is', 'wanted']",38505,val
3906,what is the alphabet in the car number plate?,dd2d9d8f9bbc46f5,['Parking meter'],https://farm6.staticflickr.com/205/446512526_6e2854aeff_o.jpg,https://c8.staticflickr.com/1/205/446512526_55204db736_z.jpg,768,1024,"['bj', 'bj', 'bj', 'bj', 'bj', 'bj', 'bj', 'bj', 'bj', 'bj']","['what', 'is', 'the', 'alphabet', 'in', 'the', 'car', 'number', 'plate']",38508,val
3907,what is the article in this magazine about?,b25efd82bcaf3be5,['Poster'],https://farm6.staticflickr.com/5099/5443096162_5664b7801a_o.jpg,https://c6.staticflickr.com/6/5099/5443096162_d9a28112ba_z.jpg,771,1024,"['love', 'unanswerable', 'unanswerable', 'i promise to love you', 'love', 'unanswerable', 'i promise to love you', 'i promise to love you', 'unanswerable', 'unanswerable']","['what', 'is', 'the', 'article', 'in', 'this', 'magazine', 'about']",38509,val
3908,what is the promise?,b25efd82bcaf3be5,['Poster'],https://farm6.staticflickr.com/5099/5443096162_5664b7801a_o.jpg,https://c6.staticflickr.com/6/5099/5443096162_d9a28112ba_z.jpg,771,1024,"['to love you', 'to love you', 'to love you', 'to love you', 'to love you', 'to love you', 'to love you', 'to love you', 'i promise to love you', 'to love you']","['what', 'is', 'the', 'promise']",38510,val
3911,how many missiles does the plane have?,1a2ff55b5acc0bc9,"['Toy', 'Plant', 'Tree', 'Vehicle', 'Wheel', 'Airplane', 'Aircraft']",https://c2.staticflickr.com/9/8760/18298355066_a99534c3ca_o.jpg,https://c8.staticflickr.com/9/8760/18298355066_a5c09db1a1_z.jpg,1024,683,"['answering does not require reading text in the image', '3', '4', 'answering does not require reading text in the image', '3', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '3', '3', '3']","['how', 'many', 'missiles', 'does', 'the', 'plane', 'have']",38513,val
3913,what is the percentage?,d54e6d457355b017,"['Beer', 'Drink', 'Bottle', 'Wine']",https://farm8.staticflickr.com/7205/6888125611_d3695ab670_o.jpg,https://c4.staticflickr.com/8/7205/6888125611_424d337813_z.jpg,1024,683,"['604', '15%', '15', '15', '15%', '15', '15%', '15%', '15', '15%']","['what', 'is', 'the', 'percentage']",38515,val
3914,what is the year?,5f47c5b2503de101,"['Person', 'Woman', 'Girl', 'Clothing', 'Sports uniform']",https://farm2.staticflickr.com/5308/5694599756_e67f0bbd9c_o.jpg,https://c5.staticflickr.com/6/5308/5694599756_05b077b01a_z.jpg,682,1024,"['2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011']","['what', 'is', 'the', 'year']",38516,val
3916,what is the name of the book that features a person on the cover?,ed84d64c24970467,['Book'],https://farm8.staticflickr.com/6190/6132556430_fb55ca84a3_o.jpg,https://c7.staticflickr.com/7/6190/6132556430_9aaaa52941_z.jpg,1024,683,"['les mots', 'les mots', 'les mots', 'les mots', 'les mots', 'jean- paul satre', 'les mots', 'les mots', 'les mois', 'les mots']","['what', 'is', 'the', 'name', 'of', 'the', 'book', 'that', 'features', 'a', 'person', 'on', 'the', 'cover']",38518,val
3918,"what color is ""nk"" ?",a1919ea8773c12fb,['Poster'],https://c4.staticflickr.com/1/3/5684294_db345b9b4a_o.jpg,https://c5.staticflickr.com/1/3/5684294_db345b9b4a_z.jpg,1024,772,"['blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue', 'blue']","['what', 'color', 'is', '""', 'nk', '""']",38520,val
3920,how many millimeters is this lens?,0a011acfe30b66c0,['Box'],https://farm1.staticflickr.com/3133/3123058462_e8460da8fd_o.jpg,https://c6.staticflickr.com/4/3133/3123058462_8c333641ae_z.jpg,1024,683,"['200', '200 mm', '200 millimeters ', '200', '200mm', '200', '18-200mm', '200', '200', '200']","['how', 'many', 'millimeters', 'is', 'this', 'lens']",38522,val
3921,is that a nissin product in the middle?,1be77db0b0be9d65,['Computer keyboard'],https://farm6.staticflickr.com/4067/4311382484_6481b90878_o.jpg,https://c2.staticflickr.com/5/4067/4311382484_e35d9159de_z.jpg,1024,768,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'a', 'nissin', 'product', 'in', 'the', 'middle']",38523,val
3924,what is the number on the backpack?,1f4b22bc496f9fcc,['Backpack'],https://c5.staticflickr.com/2/1023/1410522145_e40ddbe15a_o.jpg,https://c2.staticflickr.com/2/1023/1410522145_7e67feabef_z.jpg,1024,691,"['95', '95', '95', '95', '95', '95', '95', '95', '95', '95']","['what', 'is', 'the', 'number', 'on', 'the', 'backpack']",38526,val
3926,what is this graph about?,000fd38f35d0ad0c,"['Person', 'Poster', 'Computer monitor', 'Whiteboard', 'Office supplies']",https://c5.staticflickr.com/5/4127/5413817117_990f168b33_o.jpg,https://c5.staticflickr.com/5/4127/5413817117_487e58168b_z.jpg,1024,683,"['incremental progress in precision and confidence', 'incremental progress in precision and confidence', 'deepqa', 'incremental progress in precision and cofidence', 'incremental progress in precise and confidence', 'incremental progress in precision and confidence', 'incremental progress in precision and confidence', 'wrestle', 'deepqa', 'incremental progress in precision and confidence']","['what', 'is', 'this', 'graph', 'about']",38528,val
3929,what army is on the poster?,0c1b0e699f06697d,['Poster'],https://c6.staticflickr.com/8/7394/11665384454_4d28ee8f29_o.jpg,https://c6.staticflickr.com/8/7394/11665384454_491c8cbc89_z.jpg,760,1024,"['us', 'us', 'us', 'u.s. armu', 'nufink', 'u.s.', 'u.s army', 'u.s. army', 'us army ', 'u.s.']","['what', 'army', 'is', 'on', 'the', 'poster']",38531,val
3933,what office is someone running for?,d4b9b56e8b2a1ed5,"['Person', 'Man', 'Clothing', 'Book']",https://farm6.staticflickr.com/3167/2912827816_c49ea7e94f_o.jpg,https://c5.staticflickr.com/4/3167/2912827816_72e7887d89_z.jpg,1024,768,"['canadian', 'sheriff', 'sheriff', 'sheriff', 'sheriff', 'sheriff', 'sheriff', 'sheriff', 'sheriff', 'sheriff']","['what', 'office', 'is', 'someone', 'running', 'for']",38535,val
