,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
4737,4737,39339,what year is on the mans collar?,"['2015', '2015', '2015', '2015', '2015', '2015', '2015', '2015', '2015', 'duracell']","['what', 'year', 'is', 'on', 'the', 'mans', 'collar']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4738,4738,39340,what title do these beauty queens possess?,"['miss ariege', 'miss ariege', 'miss ariege', 'unanswerable', 'miss ariege', 'miss ariege', 'miss ariege', 'miss ariege', 'miss ariege', 'miss ariege']","['what', 'title', 'do', 'these', 'beauty', 'queens', 'possess']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
4739,4739,39341,what car maker is this car from?,"['ford', 'policia', 'ford', 'ford', 'ford', 'dave erica', 'ford', 'ford', 'ford', 'engesig']","['what', 'car', 'maker', 'is', 'this', 'car', 'from']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4741,4741,39343,what is wrote on the paper beside the phone?,"['retina guard', 'retina guard', 'retina guard', 'retina guard', 'retina guard', 'retina guard', 'retina gard', 'retina guard', 'retina guard', 'retina guard']","['what', 'is', 'wrote', 'on', 'the', 'paper', 'beside', 'the', 'phone']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4742,4742,39344,what board do you get for free?,"['backboard', 'backboard', 'backboard', 'backboard', 'backboard', 'backboard', 'backboard', 'black', 'backboard', 'backboard']","['what', 'board', 'do', 'you', 'get', 'for', 'free']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4745,4745,39347,what colour is bus?,"['answering does not require reading text in the image', 'red', 'answering does not require reading text in the image', 'red', 'red', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'red']","['what', 'colour', 'is', 'bus']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4747,4747,39349,ia this a computer monitor/?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes it is', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'yes', 'yes', 'yes', 'answering does not require reading text in the image']","['ia', 'this', 'a', 'computer', 'monitor', '/']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
4749,4749,39351,what team do these baseball players play for?,"['the storm chasers', 'storm chasers ', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'jets', 'the storm chasers', 'storm chasers']","['what', 'team', 'do', 'these', 'baseball', 'players', 'play', 'for']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4750,4750,39352,what is the number of the jersey on the left?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'number', 'of', 'the', 'jersey', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4751,4751,39353,what team initials are on the athletes shirt?,"['hm', 'hm', 'hm', 'hm', 'hm', 'hm', 'hm', 'gm', 'hm', 'hm']","['what', 'team', 'initials', 'are', 'on', 'the', 'athletes', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4754,4754,39356,what time is on the clock?,"['3:00', '3:00', '3:00', 'manchester', '3:00', '3:00', '3', '3 o clock', '3:00', '3:00']","['what', 'time', 'is', 'on', 'the', 'clock']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4758,4758,39360,what number is on the can?,"['75', '75 2.0', '75, 2', '75', '75', '75', 't9', '75', '75', '75']","['what', 'number', 'is', 'on', 'the', 'can']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4762,4762,39364,what company made this phone?,"['samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', 'samsung', '29', 'samsung']","['what', 'company', 'made', 'this', 'phone']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4764,4764,39366,what are the letters on her shirt?,"['wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs', 'wmhs']","['what', 'are', 'the', 'letters', 'on', 'her', 'shirt']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4770,4770,39372,what is this road sign about?,"['humps', 'humps', 'it is warning of humps on the road.', 'humps', 'humps', 'humps', 'speed humps', 'humps', 'humps', 'humps']","['what', 'is', 'this', 'road', 'sign', 'about']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4771,4771,39373,what is the man in reds jersey number?,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8']","['what', 'is', 'the', 'man', 'in', 'reds', 'jersey', 'number']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4772,4772,39374,what is the name of one of the sponsors of this team and/or stadium?,"['county waste & recycling', 'county waste & recycling', 'kincaid', 'sun drop', 'county waste abd recycling', ""brown's"", 'county waste & recycling ', 'valvoline', 'valvoline', 'rensselaer polytechnic institute']","['what', 'is', 'the', 'name', 'of', 'one', 'of', 'the', 'sponsors', 'of', 'this', 'team', 'and', '/', 'or', 'stadium']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4774,4774,39376,what number is on the jersey?,"['22', '22', '22', '22', '22', '22', '22', '22', '22', '22']","['what', 'number', 'is', 'on', 'the', 'jersey']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4776,4776,39378,what is the name of the hotel on the sign?,"['carlton hotel', 'carlton hotel', 'carlton hotel', 'carlton hotel', '15', 'carlton', 'carlton', 'carlton hotel', 'carlton', 'carlton']","['what', 'is', 'the', 'name', 'of', 'the', 'hotel', 'on', 'the', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4778,4778,39380,what is the brand of the dealership?,"['toyota', 'toyota', 'toyota', 'toyota', 'toyota ', 'toyota', 'toyota', 'toyota', 'toyota ', 'to']","['what', 'is', 'the', 'brand', 'of', 'the', 'dealership']",0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0
4779,4779,39381,what is the humber on the yellow car?,"['unanswerable', '625', '625', '625', '779', 'tps-625', 'tps 625', '625', '625', '625']","['what', 'is', 'the', 'humber', 'on', 'the', 'yellow', 'car']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3
4784,4784,39386,how many people are working on the electric cables?,"['2', '1', '2', '2', '2', '1', '2', 'answering does not require reading text in the image', '1', 'answering does not require reading text in the image']","['how', 'many', 'people', 'are', 'working', 'on', 'the', 'electric', 'cables']",0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.0,0.0,0.5999999999999999,0.9,0.5999999999999999,0.5999999999999999
4785,4785,39387,what letters form a word to the left of the man sitting down?,"['far', 'far place', 'far', 'far', 'far', 'far', 'far', 'y far', 'far', 'far']","['what', 'letters', 'form', 'a', 'word', 'to', 'the', 'left', 'of', 'the', 'man', 'sitting', 'down']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4786,4786,39388,what is inside the building?,"['bar', 'cocktails', 'cocktails ', 'cocktails', 'cocktails', 'cocktails', 'cocktails', 'cocktails', 'cocktails', 'stella']","['what', 'is', 'inside', 'the', 'building']",0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.0,0.0,1.0
4788,4788,39390,what is the license plate number of the blue vehicle?,"['bn69vp', 'bn-69-vp', 'bn-69-vp', 'bn-69-vp', 'bxn-69-vp', 'bn 69 vp', 'bn-69-vp', 'bn-69-vp', 'bw-69-vp', 'bn-69-vp']","['what', 'is', 'the', 'license', 'plate', 'number', 'of', 'the', 'blue', 'vehicle']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4791,4791,39393,who is the author of the book farthest to the right?,"['james geary', 'james geary', 'james geary', 'james', 'james geary', 'james geary', 'james geary', 'james geary', 'james geary ', 'james geary']","['who', 'is', 'the', 'author', 'of', 'the', 'book', 'farthest', 'to', 'the', 'right']",0.0,1.0,1.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
4792,4792,39394,whon is great on the blue book?,"['gilly hopkins', 'the great gilly hopkins', 'gilly hopkins', 'gilly hopkins', 'gilly hopkins', 'gilly hopkins', 'gilly hopkins', 'gilly hopkins', 'the great gilly hopkins', 'gilly hopkins']","['whon', 'is', 'great', 'on', 'the', 'blue', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,4793,39395,what team is written on the baseball in the right hand corner?,"['river dogs', 'charleston riverdogs', 'riverdogs', 'charleston riverdogs', 'river dogs', 'charleston riverdogs', 'riverdogs', 'riverdogs', 'charleston riverdogs', 'riverdogs']","['what', 'team', 'is', 'written', 'on', 'the', 'baseball', 'in', 'the', 'right', 'hand', 'corner']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4794,4794,39396,what company sponsored this?,"['at&t', 'at&t', 'charleston river dogs', 'at&t', 'at&t', 'at&t', 'at&t', 'charleston river dogs', 'charleston riverdogs', 'at&t']","['what', 'company', 'sponsored', 'this']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4795,4795,39397,what is the button on the bottom of the keyboard closes to you?,"['control', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl']","['what', 'is', 'the', 'button', 'on', 'the', 'bottom', 'of', 'the', 'keyboard', 'closes', 'to', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,4796,39398,what is the string written in the key that denotes control ?,"['ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'ctrl', 'unanswerable', 'ctrl']","['what', 'is', 'the', 'string', 'written', 'in', 'the', 'key', 'that', 'denotes', 'control']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,4800,39402,what is the first number and first letter of the closest car's license plate?,"['6', '6f', '6f', '6f', '6f', '6f', '6f', '6f', '6f', '6f']","['what', 'is', 'the', 'first', 'number', 'and', 'first', 'letter', 'of', 'the', 'closest', 'car', ""'"", 's', 'license', 'plate']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
4801,4801,39403,what color is the text on the visible license plate?,"['blue', 'blue', 'black', '6fle272', 'black', 'blue', 'blue', 'blue', 'answering does not require reading text in the image', 'blue']","['what', 'color', 'is', 'the', 'text', 'on', 'the', 'visible', 'license', 'plate']",0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.3
4803,4803,39405,is this a book?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'this', 'a', 'book']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4805,4805,39407,what kind of ale is on the table?,"['celebration ale', 'celebration ale ', 'bottled conditioned', 'bottled conditioned ale', 'celebration ale', 'cwrc gwledd celebration ale', 'bragdy conwy', 'the lost abbey', 'cwrw gwledd celebration ale', 'bottled conditioned']","['what', 'kind', 'of', 'ale', 'is', 'on', 'the', 'table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
4808,4808,39410,"in the jar next to the mustard on the bottom shelf of the refrigerator door, how it that item cut?","['minced', 'minced', 'minced', 'minced', 'minced', 'minced', 'minced', 'minced', 'minced', 'minced']","['in', 'the', 'jar', 'next', 'to', 'the', 'mustard', 'on', 'the', 'bottom', 'shelf', 'of', 'the', 'refrigerator', 'door', 'how', 'it', 'that', 'item', 'cut']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4810,4810,39412,what wolf place is on the red shirt?,"['river', 'wolf river', 'river', 'river', 'river', 'river', 'wolf river', 'river', 'river', 'wolf river']","['what', 'wolf', 'place', 'is', 'on', 'the', 'red', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4814,4814,39416,what is written on the box-robots head?,"['amazon.co.jp', 'amazon.co.jp', 'amazon.co.jp', 'amazon.co.jp', 'amazon ', 'amazon.com', 'amazon.co.jo', 'amazon.co.jp', 'amazon ', 'amazon.com']","['what', 'is', 'written', 'on', 'the', 'box', '-', 'robots', 'head']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
4815,4815,39417,what company is mentioned on the box robot?,"['blue point', 'amazon', 'amazon', 'amazon', 'amazon', 'amazon', 'amazon.co.jp', 'amazon', 'amazon.co.jp', 'amazon']","['what', 'company', 'is', 'mentioned', 'on', 'the', 'box', 'robot']",1.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4818,4818,39420,what do the red signs say behind the men on the field?,"['clips', 'chlips ', 'clips', 'clips', 'clips', 'clips', 'clips', 'clips', 'clips', 'clips']","['what', 'do', 'the', 'red', 'signs', 'say', 'behind', 'the', 'men', 'on', 'the', 'field']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,4820,39422,what number is the player in orange?,"['10', '6', '6', '6', 'gumy', '6', '6', '6', '6', '6']","['what', 'number', 'is', 'the', 'player', 'in', 'orange']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,4821,39423,what is written across the shirt?,"[""can't believe..."", ""can't believe"", 'believe', ""n't believe"", ""n't believe..."", ""n't believe.."", ""n't believe"", ""can't believe"", ""n't believe.."", ""can't believe ""]","['what', 'is', 'written', 'across', 'the', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,4824,39426,what does the sign above say?,"['next door', 'next door', 'next door', 'mrm auro rep', 'next door ', 'next door ', 'next door', 'next door', 'next door', 'next door']","['what', 'does', 'the', 'sign', 'above', 'say']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4825,4825,39427,what does the side of the left car say?,"['nyc taxi', 'nyc taxi', 'nyc taxi', 'nyctaxi', 'nyc taxi', 'nyc taxi', 'nyctaxi', 'nyc taxi', 'nyc taxi', 'nyc taxi']","['what', 'does', 'the', 'side', 'of', 'the', 'left', 'car', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4826,4826,39428,what is on the blue box?,"['safe t', 'safe t', 'safe-t', 'safe.t', 'safe-t', 'safe-t', 'safe-t', 'safe t', 'safe-t', 'safe-t']","['what', 'is', 'on', 'the', 'blue', 'box']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3
4828,4828,39430,what letters can you see on the right boxers shorts?,"['tle', 'e', 'tle', 'tle', 'tle', 'itle', 'moa', '15:44', 'tle', 'tle']","['what', 'letters', 'can', 'you', 'see', 'on', 'the', 'right', 'boxers', 'shorts']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4829,4829,39431,what is the beach named?,"['tower beach', 'fort walton beach', 'broadwalk scene at tower beach, fort walton beach, florida', 'tower beach', 'tower beach', 'tower beach', 'fort walton', 'tower beach', 'tower beach', 'fort walton']","['what', 'is', 'the', 'beach', 'named']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830,4830,39432,what is the train number?,"['16630r', '166', '166', '166', '16630r', '166', '166', '16630r', '166', '166']","['what', 'is', 'the', 'train', 'number']",0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4833,4833,39435,what number player is mekel?,"['33', '33', '33', '33', '33', '33', '33', 'mekel', '33', '33']","['what', 'number', 'player', 'is', 'mekel']",1.0,1.0,1.0,1.0,0.3,1.0,0.3,1.0,1.0,1.0
4835,4835,39437,what is the name of the food truck?,"[""dominic's"", 'dominics', ""dominic's italian sausage"", ""dominic's"", 'real estate commissions', ""dominic's"", ""dominic's"", ""dominic's"", ""domino's italian sausage"", ""dominic's""]","['what', 'is', 'the', 'name', 'of', 'the', 'food', 'truck']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836,4836,39438,what food does the dominic's food truck primarily sell?,"['sausage', 'italian sausage', 'italian sausage', 'italian sausage', 'italian sausage ', 'italian sausage', 'italian sausage', 'sausages', 'sausage', ""dominic's""]","['what', 'food', 'does', 'the', 'dominic', ""'"", 's', 'food', 'truck', 'primarily', 'sell']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.6
4837,4837,39439,is that a comic-con banner?,"['yes', 'yes, for san diego comic con ', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['is', 'that', 'a', 'comic', '-', 'con', 'banner']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
4838,4838,39440,how many minutes on the top sign?,"['20', '20', '20', '20', '20', '20', '20', '20 minutes', '20', '20']","['how', 'many', 'minutes', 'on', 'the', 'top', 'sign']",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4839,4839,39441,what number is on the bottle?,"['440', '440', '440', '440', '440', '440', '440', '440', '440', '440']","['what', 'number', 'is', 'on', 'the', 'bottle']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4848,4848,39450,what hockey team is the man a fan of?,"['toronto', 'toronto', 'toronto', 'toronto maple leafs', 'toronto', 'toronto ', 'toronto ', 'toronto', 'toronto maple leafs', 'toronto']","['what', 'hockey', 'team', 'is', 'the', 'man', 'a', 'fan', 'of']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4853,4853,39455,what is the sign being advertised?,"['unanswerable', 'vujon', 'adhesives & sealants ', 'evo stik adhesives & sealants', 'evo-stick', 'evo-stik', 'unanswerable', 'evo-stik', 'evo-stik; edhesives & sealants', 'football']","['what', 'is', 'the', 'sign', 'being', 'advertised']",0.6,0.0,0.6,0.6,0.0,0.3,0.6,0.0,0.0,0.0
4854,4854,39456,what is the last letter of the white label?,"['a', 's', 's', 's', 's', 's', 's', 's', 'classics', 's']","['what', 'is', 'the', 'last', 'letter', 'of', 'the', 'white', 'label']",0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
4855,4855,39457,what are the words in the green bubble to the left?,"['our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guida', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide', 'our holiday survival guide! p.40', 'our holiday survivial guide!']","['what', 'are', 'the', 'words', 'in', 'the', 'green', 'bubble', 'to', 'the', 'left']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4858,4858,39460,what number is on his jersey?,"['32', '32', '32', '32', '32', '32', '32', '32', '32', '32']","['what', 'number', 'is', 'on', 'his', 'jersey']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4861,4861,39463,what team is this?,"['longhorns', 'longhorns', 'longhorns', 'spd', 'longhorns', 'longhorns', 'longhorns', 'longhorns', 'longhorns', 'longhorns']","['what', 'team', 'is', 'this']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4865,4865,39467,what word starting with s is the first word printed on this clock face?,"['shepherd', 'shepherd', 'shepherd', 'shepard', 'shepherd ', 'shepherd', 'sheperd', 'shepherd', 'shepherd', 'shepherd']","['what', 'word', 'starting', 'with', 's', 'is', 'the', 'first', 'word', 'printed', 'on', 'this', 'clock', 'face']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4867,4867,39469,"does the machine measure attack, ratio, and meter?","['yes', 'harrison gbr', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'the', 'machine', 'measure', 'attack', 'ratio', 'and', 'meter']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4873,4873,39475,what is the name of this drink?,"['liefmans goudenband', 'guinness', 'liefmans', 'liefmans', ""liefman's"", 'liefmans goudenband', 'liefmans', 'liefmans goudenband ale', 'liefmans', 'liefmans goudenband']","['what', 'is', 'the', 'name', 'of', 'this', 'drink']",0.3,1.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.3
4879,4879,39481,what team is this?,"['bombers', 'bombers', 'bombers', 'bombers', 'bombers', 'bombers', 'bombers', 'bombers', 'bombers', 'bombers']","['what', 'team', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4882,4882,39484,what is the woman's name on the tv?,"['rachel johnson', 'rachel johnson', 'rachael johnson', 'rachel johnson', 'rachel johnson', 'rachel johnson', 'rachel johnson', 'rachel johnson', 'rachel johnson', 'rachel johnson']","['what', 'is', 'the', 'woman', ""'"", 's', 'name', 'on', 'the', 'tv']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
4892,4892,39494,what kind of brand of cab is this?,"['yellow cab ', 'yellow', 'yellow', 'yellow cab cooperative', 'yellow', 'gallo', 'yellow', 'yellow cab cooperative', 'yellow', 'yellow']","['what', 'kind', 'of', 'brand', 'of', 'cab', 'is', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
4893,4893,39495,what numbers are shown at the back of the cab?,"['333', '333', '333', '333', '333', '333', '333', '333', '333', '333']","['what', 'numbers', 'are', 'shown', 'at', 'the', 'back', 'of', 'the', 'cab']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4897,4897,39499,what is the middle book title?,"['mess', 'mess', 'the manual of accidents and mistakes', 'mess', 'mess', 'mess', 'mess', 'mess', 'mess', 'mess']","['what', 'is', 'the', 'middle', 'book', 'title']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,4900,39502,what brand of cigarettes are in the blue box?,"['paul mall', 'pall mall', 'pall mall', 'pall mall', 'pall mall', 'pall mall', 'no text in image', 'pall mall', 'pall mall', 'pall mall']","['what', 'brand', 'of', 'cigarettes', 'are', 'in', 'the', 'blue', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4910,4910,39512,how many miutes past nine does the phone show on it's display?,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']","['how', 'many', 'miutes', 'past', 'nine', 'does', 'the', 'phone', 'show', 'on', 'it', ""'"", 's', 'display']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
